HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.HIT_ID,Input.pr_link,Input.contributors_url,Input.merged,Input.submitter,Input.closer,Input.cores,Input.p_num,Input.c_num,Answer.Comment,Answer.GithubID,Answer.P1_Submitter,Answer.P2_Cores,Answer.P3_External,Answer.Q1_Support?,Answer.Q1_Support_Comment,Answer.Q2_Alternate S?,Answer.Q2_Alternate_Comment,Answer.Q3_Dis_Solution?,Answer.Q3_Dis_Solution_Comment,Answer.Q4_Dis_Problem?,Answer.Q4_Dis_Problem_Comment,Answer.Q5_Outcome?,Answer.Q5_Outcome_Comment?,Approve,Reject
In general, this seems rather invasive: it contains modifications to parse analyze phase, the planner and the executor. Doesn't seem right to me, it seems to hardcode a lot of assumptions about what the query will look like.","Rej, not sure.",{},,

32TMVRKDGNM8APBZJ6MSW31TLKZ48B,3PZBZMF78J7ICNQ2210RDQLULP2X9O,Tagging Github Comments. (GitHub User Only. Reward Available.),Read comments for code contribution. Then answer 5 questions. Detailed Instruction and examples are offered.,"Batch, Tag, Tagging, Github, Comment, Quick, Easy, Reward.",$0.50 ,Sun Sep 25 14:40:02 PDT 2016,2,BatchId:2537954;,3600,604800,Wed Oct 05 14:46:03 PDT 2016,,,3IHR8NYAM8PV218AVPT469R4NXM4P9,AMZVZJL54O491,Rejected,Mon Sep 26 01:10:46 PDT 2016,Mon Sep 26 01:13:47 PDT 2016,Mon Oct 03 01:13:47 PDT 2016,,Wed Sep 28 14:46:02 PDT 2016,Submitter is left blank. If you have doubts about that. Please contact di.chen.mturk@gmail.com,181,80% (64/80),80% (64/80),80% (64/80),1085,https://github.com/greenplum-db/gpdb/pull/253,https://github.com/greenplum-db/gpdb/graphs/contributors,FALSE,atris,hlinnaka,"bmomjian, tglsfdc, petere",5,10,{},{},{},"bmomjian, tglsfdc, petere,scrappy, lockhart,hlinnka","xinzweb, ivannovick, gpdbreddbot, atris,","Y,others","gpdbdreddbot commented on Jan 8



Hello atris!



Thanks for submitting this pull request! I'm here to inform the recipients of the pull request that you've already signed the CLA.","Y,core","@ivannovick

Greenplum DB member

ivannovick commented on Jan 10



Have you tested failing a primary segment and seeing that the LO object and LO catalog table have been successfully mirrored to the mirror segment?",N,{},"Y, no value","hlinnaka commented on Feb 10



There's been no activity here for a while, so closing to clear up the pull requests view.","Rej, not sure.","hlinnaka commented on Feb 10



There's been no activity here for a while, so closing to clear up the pull requests view.",,

3D3B8GE892FUDNGSMIKUZX7ZWMD9PW,3PZBZMF78J7ICNQ2210RDQLULP2X9O,Tagging Github Comments. (GitHub User Only. Reward Available.),Read comments for code contribution. Then answer 5 questions. Detailed Instruction and examples are offered.,"Batch, Tag, Tagging, Github, Comment, Quick, Easy, Reward.",$0.50 ,Sun Sep 25 14:40:04 PDT 2016,2,BatchId:2537954;,3600,604800,Tue Oct 04 10:53:03 PDT 2016,,,3CFJTT4SXUE0423PKS1R0OA2SM6I7M,AMZVZJL54O491,Approved,Mon Sep 26 04:37:44 PDT 2016,Mon Sep 26 04:52:51 PDT 2016,Mon Oct 03 04:52:51 PDT 2016,Wed Sep 28 14:46:00 PDT 2016,Tue Sep 27 10:53:03 PDT 2016,,907,80% (64/80),80% (64/80),80% (64/80),1095,https://github.com/libdynd/libdynd/pull/873,https://github.com/libdynd/libdynd/graphs/contributors,TRUE,mwiebe,izaid,"izaid, mwiebe, insertinterestingnamehere",4,10,{},{},mwiebe,"izaid, mwiebe, insertinterestingnamehere","izaid, mwiebe, insertinterestingnamehere","Y,core",it looks good.,"Y,core","insertinterestingnamehere commented on Jan 11



Reading over this quickly, it looks good. I have two quick thoughts, though they don't really need to be added to the design doc.



    It's a pity we can't give at least a little information about the memory layout. It would make this a little more complicated, but the ability to preserve contiguity along a given axis would be nice.

    At some point we should add hooks that allow dynamically registered types to specify how they are serialized. It should be possible to make it so that if a C++ type we're registering provides the right serialization and deserialization interfaces we automatically register it with the needed callables when the new type is added to our registry.","Y,improve","mrocklin commented on Jan 11



If we don't plan to access the bytes then what is the advantage of specifying axis linearization order?



Is this for serialization/deserialization efficiency?



There is a cost of ambiguity to adding extra knobs. From a deduplication perspective we want any two dynd arrays with equal values to have equal serializations",N,{},Merged.,{},,

3D3B8GE892FUDNGSMIKUZX7ZWMD9PW,3PZBZMF78J7ICNQ2210RDQLULP2X9O,Tagging Github Comments. (GitHub User Only. Reward Available.),Read comments for code contribution. Then answer 5 questions. Detailed Instruction and examples are offered.,"Batch, Tag, Tagging, Github, Comment, Quick, Easy, Reward.",$0.50 ,Sun Sep 25 14:40:04 PDT 2016,2,BatchId:2537954;,3600,604800,Tue Oct 04 10:53:03 PDT 2016,,,3YOH7BII0AVTLNU92TPJJI5I7FSKVW,ABFSVRWVFHZ6P,Approved,Sat Oct 01 01:03:55 PDT 2016,Sat Oct 01 01:19:02 PDT 2016,Sat Oct 08 01:19:02 PDT 2016,Sat Oct 01 19:06:04 PDT 2016,,,907,100% (39/39),100% (39/39),100% (39/39),1095,https://github.com/libdynd/libdynd/pull/873,https://github.com/libdynd/libdynd/graphs/contributors,TRUE,mwiebe,izaid,"izaid, mwiebe, insertinterestingnamehere",4,10,{},0pointr,mwiebe,"izaid, talumbau, insertinterestingnamehere, mwiebe","mrocklin, seibert","Y,core","@mrocklin the main benefit I see here is that users would get a memory layout back from the serialized data that roughly matches the one they put in. It would make it so that people whose code is designed to work with a given memory layout wouldn't have to restructure their data in memory every time it is deserialized. That's a choice in both the efficiency and in the interface. That said, it's not a huge issue, just something I think would be nice to have. Distinctions like this are more important for our callables than they are for serialization.","Y,core","Reading over this quickly, it looks good. I have two quick thoughts, though they don't really need to be added to the design doc.



It's a pity we can't give at least a little information about the memory layout. It would make this a little more complicated, but the ability to preserve contiguity along a given axis would be nice.

At some point we should add hooks that allow dynamically registered types to specify how they are serialized. It should be possible to make it so that if a C++ type we're registering provides the right serialization and deserialization interfaces we automatically register it with the needed callables when the new type is added to our registry.



$$$$



@mwiebe it feels like a start, though it'd be nice to be able to specify which axis is contiguous rather than just requiring that it be the first or the last one. Ideally there would be a way to mark any particular dimension as contiguous rather than making that be enforced by some syntax layered onto what is, conceptually, the item type. That issue definitely shouldn't hold up our developing a serialization interface though.",N,{},N,{},Merged.,{},,

34D9ZRXCYRI5VY6P652OQXNUPO1SA9,3PZBZMF78J7ICNQ2210RDQLULP2X9O,Tagging Github Comments. (GitHub User Only. Reward Available.),Read comments for code contribution. Then answer 5 questions. Detailed Instruction and examples are offered.,"Batch, Tag, Tagging, Github, Comment, Quick, Easy, Reward.",$0.50 ,Sun Sep 25 14:40:02 PDT 2016,3,BatchId:2537954;,3600,604800,Wed Oct 05 14:46:01 PDT 2016,,,33CID57105HKTKA83JVEFNQE5Y5L3A,A1TGEFPTH2DXAN,Rejected,Tue Sep 27 13:01:18 PDT 2016,Tue Sep 27 13:06:38 PDT 2016,Tue Oct 04 13:06:38 PDT 2016,,Wed Sep 28 14:46:01 PDT 2016,Submitter is left blank. If you have doubts about that. Please contact di.chen.mturk@gmail.com,320,0% (0/1),0% (0/1),0% (0/1),1103,https://github.com/akka/akka/pull/19332,https://github.com/akka/akka/graphs/contributors,FALSE,lolski,rkuhn,"viktorklang, patriknw, rkuhn",4,11,{},jordhy,akka,"viktorklang, patriknw, rkuhn, johanandren, akka","patriknw, jrudolph",N,{},N,{},N,{},N,{},"Rej, not sure.",{},,

34D9ZRXCYRI5VY6P652OQXNUPO1SA9,3PZBZMF78J7ICNQ2210RDQLULP2X9O,Tagging Github Comments. (GitHub User Only. Reward Available.),Read comments for code contribution. Then answer 5 questions. Detailed Instruction and examples are offered.,"Batch, Tag, Tagging, Github, Comment, Quick, Easy, Reward.",$0.50 ,Sun Sep 25 14:40:02 PDT 2016,3,BatchId:2537954;,3600,604800,Wed Oct 05 14:46:01 PDT 2016,,,3C2NJ6JBKB5LW2HABWXO95PB4BYN2O,ABFSVRWVFHZ6P,Approved,Sat Oct 01 00:12:21 PDT 2016,Sat Oct 01 00:44:30 PDT 2016,Sat Oct 08 00:44:30 PDT 2016,Sat Oct 01 19:06:02 PDT 2016,,,1929,100% (39/39),100% (39/39),100% (39/39),1103,https://github.com/akka/akka/pull/19332,https://github.com/akka/akka/graphs/contributors,FALSE,lolski,rkuhn,"viktorklang, patriknw, rkuhn",4,11,{},0pointr,lolski,"ktoso,jrudolph,patriknw,johanandren,rkuhn,bantonsson,jboner,henrikengstrom,2m,pvlugter,viktorklang,RayRoestenburg,richdougherty,drewhk",akka-ci,"Y,core","Great work, @lolski ! LGTM after the minor nitpicks.","Y,core","I think this should be a tryPull(), it is possible that the upstream completed already in its preStart hook before this one runs.

$$$$

Hmm, shouldn't we ensure that preStart is called before any external events has been consumed, i.e. pulling is always valid?",N,{},N,{},"Rej, not sure.",closed by github due to deletion of the release-2.3-dev branchâ€”please open a new PR against master,,

34D9ZRXCYRI5VY6P652OQXNUPO1SA9,3PZBZMF78J7ICNQ2210RDQLULP2X9O,Tagging Github Comments. (GitHub User Only. Reward Available.),Read comments for code contribution. Then answer 5 questions. Detailed Instruction and examples are offered.,"Batch, Tag, Tagging, Github, Comment, Quick, Easy, Reward.",$0.50 ,Sun Sep 25 14:40:02 PDT 2016,3,BatchId:2537954;,3600,604800,Wed Oct 05 14:46:01 PDT 2016,,,3FPRZHYEPZVNPPM2HNXK2WOGVKO3V3,AGPGCMNDSKZGT,Approved,Sun Sep 25 15:22:26 PDT 2016,Sun Sep 25 15:41:52 PDT 2016,Sun Oct 02 15:41:52 PDT 2016,Wed Sep 28 14:46:04 PDT 2016,Tue Sep 27 10:53:02 PDT 2016,,1166,100% (1/1),100% (1/1),100% (1/1),1103,https://github.com/akka/akka/pull/19332,https://github.com/akka/akka/graphs/contributors,FALSE,lolski,rkuhn,"viktorklang, patriknw, rkuhn",4,11,{},Martinez89,lolski,"viktorklang, patriknw, rkuhn","drewhk,akka-ci",N,{},"Y,core","The attributes should be included via GraphStage.initialAttributes override.

$$$$

I think this should be a tryPull(), it is possible that the upstream completed already in its preStart hook before this one runs.

$$$","Y,improve","Hmm, shouldn't we ensure that preStart is called before any external events has been consumed, i.e. pulling is always valid?",N,{},"Rej, implemented.","Contains fixes for most of the issues except a few javadsl counterparts and this

$$$$

The current implementation of Sink.seq will silently do the wrong thing if the stream is longer than INT.MAX_VALUE. I think this deserves fixing, or at the very least a note in the docs. Notably, limit and other length operators take a Long, so Akka does seem to allow streams longer than Int.MAX_VALUE.",,

3126F2F5F8RB8J79UT0GRB8ANJTEPB,3PZBZMF78J7ICNQ2210RDQLULP2X9O,Tagging Github Comments. (GitHub User Only. Reward Available.),Read comments for code contribution. Then answer 5 questions. Detailed Instruction and examples are offered.,"Batch, Tag, Tagging, Github, Comment, Quick, Easy, Reward.",$0.50 ,Sun Sep 25 14:40:04 PDT 2016,1,BatchId:2537954;,3600,604800,Sun Oct 02 14:40:04 PDT 2016,,,3YGXWBAF715C8CZ6QK7YM9SXOE7C43,AMZVZJL54O491,Approved,Mon Sep 26 01:13:48 PDT 2016,Mon Sep 26 01:15:37 PDT 2016,Mon Oct 03 01:15:37 PDT 2016,Wed Sep 28 14:46:02 PDT 2016,,,109,80% (64/80),80% (64/80),80% (64/80),1107,https://github.com/mapsme/omim/pull/1220,https://github.com/mapsme/omim/graphs/contributors,TRUE,syershov,bykoianko,"deathbaba, vng, yunikkk",6,11,{},{},syershov,"deathbaba, vng, yunikkk,rachytski, exmix, igrechuhin, bykoianko, dkunin-me","mpimenov, syershov",N,{},N,{},N,{},N,{},Merged.,{},,

3CESM1J3EIRXFDBV0XVD7HOTZI86WD,3PZBZMF78J7ICNQ2210RDQLULP2X9O,Tagging Github Comments. (GitHub User Only. Reward Available.),Read comments for code contribution. Then answer 5 questions. Detailed Instruction and examples are offered.,"Batch, Tag, Tagging, Github, Comment, Quick, Easy, Reward.",$0.50 ,Sun Sep 25 14:40:02 PDT 2016,2,BatchId:2537954;,3600,604800,Wed Oct 05 14:45:56 PDT 2016,,,30BUDKLTXEJ91TNK0GW3HPYE9NWE5M,AMZVZJL54O491,Rejected,Mon Sep 26 03:51:30 PDT 2016,Mon Sep 26 03:54:36 PDT 2016,Mon Oct 03 03:54:36 PDT 2016,,Wed Sep 28 14:45:55 PDT 2016,Q5 is wrong. We approve HIT with at least correct answer for Q5 and the preparation parts. If you have doubts about that. Please contact di.chen.mturk@gmail.com,186,80% (64/80),80% (64/80),80% (64/80),1110,https://github.com/apache/spark/pull/10593,https://github.com/apache/spark/graphs/contributors,FALSE,nongli,asfgit,"mateiz, rxin, pwendell",5,11,{},{},nongli,"mateiz, rxin, pwendell, joshrosen, davies,","kiszk, davies, rxin, maropu, velvia, SparkQA,","Y,core","SparkQA commented on Jan 15



Test build #49476 has finished for PR 10593 at commit e0f427f.



    This patch passes all tests.

    This patch merges cleanly.

    This patch adds no public classe","Y,core",we need to add license header to this,N,{},N,{},Merged.,{},,

3CESM1J3EIRXFDBV0XVD7HOTZI86WD,3PZBZMF78J7ICNQ2210RDQLULP2X9O,Tagging Github Comments. (GitHub User Only. Reward Available.),Read comments for code contribution. Then answer 5 questions. Detailed Instruction and examples are offered.,"Batch, Tag, Tagging, Github, Comment, Quick, Easy, Reward.",$0.50 ,Sun Sep 25 14:40:02 PDT 2016,2,BatchId:2537954;,3600,604800,Wed Oct 05 14:45:56 PDT 2016,,,30MVJZJNHN10DWBOH7KBQLG81RK9J3,ABFSVRWVFHZ6P,Approved,Fri Sep 30 04:29:29 PDT 2016,Fri Sep 30 04:51:53 PDT 2016,Fri Oct 07 04:51:53 PDT 2016,Sat Oct 01 19:06:03 PDT 2016,,,1344,100% (39/39),100% (39/39),100% (39/39),1110,https://github.com/apache/spark/pull/10593,https://github.com/apache/spark/graphs/contributors,FALSE,nongli,asfgit,"mateiz, rxin, pwendell",5,11,{},0pointr,nongli,"mateiz, rxin, pwendell, davies, tdas, JoshRosen, srowen, ScrapCodes, ankurdave, jegonzal, holdenk, markhamstra","SparkQA, nongli, velvia, kiszk","Y,others",@nongli this is awesome. I suppose changes to the logical/physical query planner are coming also? Is that going to be in a separate PR?,"Y,core","There is also a vectorized parquet column reader, what's the difference than that?



And also it will be great if we can have a list of component that we can use or need to re-implemented from parquet-mr?","Y,bug","Test build #48898 has finished for PR 10593 at commit eda59c3.



This patch fails RAT tests.

This patch merges cleanly.

This patch adds the following public classes (experimental):

public class VectorizedPlainValuesReader extends ValuesReader implements VectorizedValuesReader

public final class VectorizedRleValuesReader extends ValuesReader",N,{},Merged.,{},,

3HUR21WDDUDENXQRGLMRSRMT7U6YXX,3PZBZMF78J7ICNQ2210RDQLULP2X9O,Tagging Github Comments. (GitHub User Only. Reward Available.),Read comments for code contribution. Then answer 5 questions. Detailed Instruction and examples are offered.,"Batch, Tag, Tagging, Github, Comment, Quick, Easy, Reward.",$0.50 ,Sun Sep 25 14:40:04 PDT 2016,2,BatchId:2537954;,3600,604800,Tue Oct 04 10:53:03 PDT 2016,,,3GM6G9ZBKOL9YJQNIA2KXD91ZYGMTU,ABFSVRWVFHZ6P,Approved,Fri Sep 30 21:05:41 PDT 2016,Fri Sep 30 21:29:59 PDT 2016,Fri Oct 07 21:29:59 PDT 2016,Sat Oct 01 19:06:05 PDT 2016,,,1458,100% (39/39),100% (39/39),100% (39/39),1128,https://github.com/CartoDB/cartodb/pull/6362,https://github.com/CartoDB/cartodb/graphs/contributors,TRUE,MariaCheca,MariaCheca,"xavijam, javierarce, juanignaciosl",4,11,{},0pointr,MariaCheca,"xavijam, javierarce, juanignaciosl, viddo, gfiorav, javisantana, rafatower, Kartones, javitonino, matallo, nobuti, alonsogarciapablo, MariaCheca, ethervoid, piensaenpixel, zenitraM, luisbosque, iriberri, fdansv, rochoa, jgoizueta, saleiva, rilla, jesusvazquez, Xatpy, jmartinter, azamorano, acanimal, danicarrion, santisaez, csobier, pramsey, josecruz, ohasselblad, nick13jaremek, mbektas",houndci-bot,"Y,core","Overall :+1: well done! Wrote some comments on some details that needs some work though, let me know if you need a hand.","Y,core","Looks very good @MariaCheca :clap: :clap:. To take into account:



Make added strings (and not numbers) fail in the input.

If user has ""used quota"", set it as the min acceptable value.

If user add more quota than available, set the max value in the slider.

Regenerate api button should have type=""button"" avoiding problems when user presses enter key being within quota input.

Don't forget to add tests if you change the behaviour of these parts :D.

$$$$

Like I mentioned when we talked offline, extracting a lot of attrs from a model and doing calculations externally is a sign of feature envy, I'd recommend to move this calculations to the model and provide some semantic name for it (e.g. this.model.getAssignedquota()?), that way you can easily have it well tested to avoid unnecessary bugs.",N,{},N,{},Merged.,{},,

3HUR21WDDUDENXQRGLMRSRMT7U6YXX,3PZBZMF78J7ICNQ2210RDQLULP2X9O,Tagging Github Comments. (GitHub User Only. Reward Available.),Read comments for code contribution. Then answer 5 questions. Detailed Instruction and examples are offered.,"Batch, Tag, Tagging, Github, Comment, Quick, Easy, Reward.",$0.50 ,Sun Sep 25 14:40:04 PDT 2016,2,BatchId:2537954;,3600,604800,Tue Oct 04 10:53:03 PDT 2016,,,3WZ36BJEV44DFSMQRLCBJXY7MTGTB3,A1WTD5OHCQS3TG,Rejected,Mon Sep 26 04:55:34 PDT 2016,Mon Sep 26 05:06:39 PDT 2016,Mon Oct 03 05:06:39 PDT 2016,,Tue Sep 27 10:53:03 PDT 2016,Q5 is wrong. We approve HIT with at least correct answer for Q5 and the preparation parts. If you have doubts about that. Please contact di.chen.mturk@gmail.com,665,30% (3/10),30% (3/10),30% (3/10),1128,https://github.com/CartoDB/cartodb/pull/6362,https://github.com/CartoDB/cartodb/graphs/contributors,TRUE,MariaCheca,MariaCheca,"xavijam, javierarce, juanignaciosl",4,11,{},zabza13,MariaCheca,"xavijam, javierarce, juanignaciosl","kynx, viddo, xavijam, josecruz, houndci-bot","Y,others","Overall :+1: well done! Wrote some comments on some details that needs some work though, let me know if you need a hand.","Y,others","Like I mentioned when we talked offline, extracting a lot of attrs from a model and doing calculations externally is a sign of feature envy, I'd recommend to move this calculations to the model and provide some semantic name for it (e.g. this.model.getAssignedquota()?), that way you can easily have it well tested to avoid unnecessary bugs.","Y,improve","Looks very good @MariaCheca :clap: :clap:. To take into account:
