HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.HIT_ID,Input.pr_link,Input.contributors_url,Input.closer,Input.cores,Input.p_num,Input.c_num,Answer.Comment,Input.submitter,Answer.P1_Submitter,Answer.P2_Cores,Answer.P3_External,Answer.Q1_Support?,Answer.Q1_Support_Comment,Answer.Q2_Alternate S?,Answer.Q2_Alternate_Comment,Answer.Q3_Dis_Solution?,Answer.Q3_Dis_Solution_Comment,Answer.Q4_Dis_Problem?,Answer.Q4_Dis_Problem_Comment,AssignmentId,Input.merged,Answer.Q5_Outcome?,Answer.Q5_Outcome_Comment?,Approve,Reject
I think it's worth it to let line endings be swapped on write, to keep the files more human-readable on Windows with editors that don't understand Unix line-endings.

There are two things to consider here



You are making this change on read, but not saving it back to the file. If the file is checksummed (or will be in the future), it could have unintended consequences.

This is not being done with any customer files.

Since this is likely only used as an internal file for Puppet, swapping line endings at read time only may not cause any real harm. But if it was anything user facing like customer files, then I would suggest not changing the files at all. We don't know all of the scenarios in which customer files can break based on making any change to the file. In most cases changing line endings causes undesired behavior - see https://tickets.puppetlabs.com/browse/PUP-927.



I would take the stance that it is almost never okay to swap line endings. Given the constraints above, perhaps this is one of the limited cases where it is okay.","Y,improve","I'm fine skipping 'yaml'.



Using file_system.read seems fine.



@ferventcoder read_preserve_line_endings is problematic, because it's just guessing what the encoding was when the file was written out. So it's possible for a non-UTF8 encoded file to appear as valid UTF8 when read back in.",N,{},3IRIK4HM3B8QNZ3K980DJ7CBXA8C66,TRUE,YY,joshcooper merged commit 280674f into puppetlabs:stable on Jan 20,,

31S7M7DAGGEN6HA8SWW49GZRO58TLM,3GSIANI2QT1P641SSQVC59IHABEPDF,Batch Task: Tagging Github Comments. (GitHub User Only.),Read comments for pull requests. Then answer 5 questions. Detailed Instruction and examples are offered.,"Batch, Tag, Tagging, Github, Comment, Quick, Easy.",$0.50 ,Mon Oct 24 21:50:49 PDT 2016,2,BatchId:2567999;,3600,604800,Mon Nov 21 06:26:43 PST 2016,,,ABFSVRWVFHZ6P,Submitted,Mon Nov 07 04:51:27 PST 2016,Mon Nov 07 05:07:02 PST 2016,Mon Nov 14 05:07:02 PST 2016,,,,935,98% (39/40),0% (0/1),0% (0/1),1425,https://github.com/theforeman/smart-proxy-pulp/pull/3,https://github.com/theforeman/smart-proxy-pulp/graphs/contributors,witlessbird,"witlessbird, shlomizadok",4,23,{},shlomizadok,shlomizadok,"witlessbird, shlomizadok, jlsherrill","lzap, ohadlevy",N,{},"Y,others","Well, we have some bad practice in smart proxy using backticks for some commands which is slow. Executing a process via shell is a lot slower. Can you please consider using IO.popen if you need to read the stdout? We use this technique a lot in core (frankly this is worth creating a helper method in util.rb but not this time). Usage is straightforward.



>> require ""benchmark""

=> true

>> 

?> Benchmark.bm(7) do |x|

?>   x.report(""shell"")   { (1..1000).each { `/bin/false` } }

>>   x.report(""exec"") { (1..1000).each { system('/bin/false') }}

>> end

              user     system      total        real

shell     0.040000   0.210000   0.840000 (  0.820493)

exec      0.020000   0.180000   0.710000 (  0.672616)","Y,improve","I don't understand why the logic is so complex. This should be a dumb component that reads the data in well-defined format and passes it over the wire. I see some weird calculations which can lead to bugs. Why don't you simply read the data via df --output=used -k which gives you size in kB. Or even better, the safest is to use bytes, which is df --output=used -B KB multiplied by 1000. Then all the calculations can be done during presentation which is IMHO safest. Most monitoring solutions I've encountered with transport these in bytes.



$$$$



I still have a comment on the complexity, but I don't want to block this. Please only fix my shell spawning comment and if you can add more unit test coverage of all the sizes which are supported (you only test one success scenario currently). Then we are good to go.",N,{},374TNBHA8CJW0KN9K9W0M3LL0YSQYD,FALSE,NY,"merged at 7b4d074. Thanks, @shlomizadok!",,

33NOQL7T9ONODMZO4ZCIQZE2P1W8ZW,3GSIANI2QT1P641SSQVC59IHABEPDF,Batch Task: Tagging Github Comments. (GitHub User Only.),Read comments for pull requests. Then answer 5 questions. Detailed Instruction and examples are offered.,"Batch, Tag, Tagging, Github, Comment, Quick, Easy.",$0.50 ,Mon Oct 24 21:50:52 PDT 2016,1,BatchId:2567999;,3600,604800,Mon Oct 31 21:50:52 PDT 2016,,,A3LGJHPZCD8PQA,Approved,Mon Oct 31 12:49:37 PDT 2016,Mon Oct 31 12:56:16 PDT 2016,Mon Nov 07 11:56:16 PST 2016,Tue Nov 01 17:51:50 PDT 2016,,,399,100% (1/1),100% (1/1),0% (0/0),1426,https://github.com/juttle/juttle/pull/126,https://github.com/juttle/juttle/graphs/contributors,rlgomes,"dmajda, demmer",4,23,{},rlgomes,rlgomes,"dmajda, demmer","bkutil, go-oleg, davidvgalbraith, rlgomes, dmehra, henridf, VladVega","Y,core",Finally looked at this! It's awesome.,"Y,core",I'd want the same support in read file because there is no reason why only stdio should handle grok; how would that work - do we need Yet Another Repo ‰ã¢?,N,{},N,{},3IUZPWIU1PV60CUES3UF5KOWPTZKWW,TRUE,YY,rlgomes merged commit 39ea29e into master on Jan 19,,

3M7OI89LVYCO1F5QJ6VCVNHQAOK6C9,3GSIANI2QT1P641SSQVC59IHABEPDF,Batch Task: Tagging Github Comments. (GitHub User Only.),Read comments for pull requests. Then answer 5 questions. Detailed Instruction and examples are offered.,"Batch, Tag, Tagging, Github, Comment, Quick, Easy.",$0.50 ,Mon Oct 24 21:50:53 PDT 2016,2,BatchId:2567999;,3600,604800,Mon Nov 21 06:26:51 PST 2016,,,ABFSVRWVFHZ6P,Submitted,Mon Nov 07 08:34:06 PST 2016,Mon Nov 07 08:43:00 PST 2016,Mon Nov 14 08:43:00 PST 2016,,,,534,98% (39/40),0% (0/1),0% (0/1),1429,https://github.com/amplab/tachyon/pull/2418,https://github.com/amplab/tachyon/graphs/contributors,apc999,"calvinjia, apc999, haoyuan",6,23,{},apc999,apc999,"ifcharming, peisun1115, haoyuan, apc999, yupeng9, aaudiber, jsimsa, gpang, calvinjia",AmplabJenkins,"Y,core",LGTM,"Y,core","Rename this to getBlockWorkerDataBindHost?



$$$$



Maybe rename this Server so that both master and worker can implement?



$$$$



should we be using tachyon.worker.NetAddress instead?



$$$$



since this is a refactor PR, we should probably limit the scope of this PR by just making it moving code from one class to the other.



Using WorkerNetAddress requires functionality change of code. We could probably address this in separate PRs (if necessary).",N,{},N,{},3KIBXJ1WD6IYV3LC1H35OQBANMVKO6,TRUE,YY,apc999 merged commit 0a6a6e0 into Alluxio:master on Jan 12,,

363A7XIFV4ALNQNT007T1K71REQAV2,3GSIANI2QT1P641SSQVC59IHABEPDF,Batch Task: Tagging Github Comments. (GitHub User Only.),Read comments for pull requests. Then answer 5 questions. Detailed Instruction and examples are offered.,"Batch, Tag, Tagging, Github, Comment, Quick, Easy.",$0.50 ,Mon Oct 24 21:50:52 PDT 2016,2,BatchId:2567999;,3600,604800,Mon Nov 21 06:26:50 PST 2016,,,ABFSVRWVFHZ6P,Submitted,Wed Nov 09 06:52:24 PST 2016,Wed Nov 09 07:02:55 PST 2016,Wed Nov 16 07:02:55 PST 2016,,,,631,98% (39/40),0% (0/1),0% (0/1),1431,https://github.com/mozilla/kitsune/pull/2766,https://github.com/mozilla/kitsune/graphs/contributors,mythmon,"rlr, mythmon, rehandalal",5,23,{},safwanrahman,safwanrahman,"willkg, Osmose, mythmon, glogiotatidis, dean, rlr, rehandalal","safwanrahman, brittanystoroz",N,{},"Y,core",@mythmon and I had a quick chat about this and we think it might be a good idea to refactor this slightly so that you create an AbstractRevision class for the common elements of Revision and DraftRevision and have both those classes inherit from AbstractRevision. I can walk you through this if you need help with it.,"Y,improve","I have some trouble with the tests for this. I think are functional, but they are very muddled. They involve a lot of parts and each test relies on many things. I think the tests should be split up into smaller units, and we need to work on the way you set up the tests.



In particular, you often are using the http interfaces to create models for testing. The only time you should be calling the views (with something like self.client.get) is when you are testing the view. Otherwise, you should be creating the models through a factory. You'll need to create a DraftRevisionFactory in kitsune/wiki/tests/__init__.py.



I'd go so far as to say that each test should probably only have one http request in it. This is not an absolute rule, it is possible to write a good test that has more than one, but it is probably a good goal to strive for.



Does that make sense? I can give more focused feedback if that would be useful. We can also chat on IRC about this, if it would be easier.",N,{},3AWETUDC93GJOC9V3NTAR832H0GZIF,TRUE,YY,mythmon merged commit 3d9a975 into mozilla:master on Feb 5,,

3HFWPF5AK975BD74XQNE3P9OM043SU,3GSIANI2QT1P641SSQVC59IHABEPDF,Batch Task: Tagging Github Comments. (GitHub User Only.),Read comments for pull requests. Then answer 5 questions. Detailed Instruction and examples are offered.,"Batch, Tag, Tagging, Github, Comment, Quick, Easy.",$0.50 ,Mon Oct 24 21:50:53 PDT 2016,3,BatchId:2567999;,3600,604800,Wed Nov 23 05:41:42 PST 2016,,,ABFSVRWVFHZ6P,Submitted,Thu Nov 10 04:15:25 PST 2016,Thu Nov 10 04:24:35 PST 2016,Thu Nov 17 04:24:35 PST 2016,,,,550,98% (39/40),0% (0/1),0% (0/1),1432,https://github.com/dotnet/core-docs/pull/205,https://github.com/dotnet/core-docs/graphs/contributors,cartermp,"stevehoag, dend, blackdwarf",6,23,{},BillWagner,BillWagner,"qinezh, dend, kempb, bleroy, BillWagner, rpetrusha, ghogen, matthewreily, mairaw, cartermp, DuncanmaMSFT, chenkennt, tdykstra, BethMassi, bradygaster, stevehoag, blackdwarf, richlander",Maxwe11,"Y,core|Y,others","Yes, it looks good so far. I agree it makes sense to break it up - in general, if a conceptual topic runs more than 2-3 pages it tends to lose readers.



$$$$



Left some feedback. I like the look of it so far. I agree that this could probably be broken up into a few sub-articles given the depth of the material.



$$$$



nice tutorial :clap:



$$$$



Went through it and left some feedback. I'm a huge fan of the interpreting and translating sections. Great work.



$$$$



LGTM - I think you already hit the major points.","Y,core","This is great! I learned a lot by reading it. A few things come to mind, as well as a short list of specific edits.



Add a link to the next article in the sequence at the end of each article? and maybe the previous ones, too, at the start of the topic.

Our audience is not necessarily familiar with Entity Framework and LINQ since a good part of the audience for .NET Core will be people who are coming from other platforms and haven't been using C# and following all the updates to it. I just think that starting with the three words ""You know LINQ"" would tend to say to readers who don't know LINQ that they shouldn't be reading this.

The next comments refer to some small edits in specific topics :



building:

line 72 ""to create"" not ""to creates""

line 86 ""follows""

line 137 remove ""of an""

line 158 remove ""of""

204 capitalize ""Core"" when referring to "".NET Core""



execution:

line 56 compile-time not ""compile time""

161-162 compile-time



explained

line 60: structure - spelling

87 add ""an"" to ""expression tree""



interpreting

8 straight-forward : remove hyphen



translating

6 undestand => understand



Thanks! Great info here. I'm excited to see more.



$$$$



I'm thinking it may be good to drop this aside. I don't think too many people would prefer to use reflection here, and bringing up the notion that .NET Core doesn't have something that people may be interested in doesn't quite feel appropriate for the doc.



$$$$



I'd put a blurb here about how you can visit many more different types of expressions now that you've got a more general visitor implementation.",N,{},N,{},3DI28L7YXB2ADBM1ZTUREZLYC0U1EX,TRUE,YY,cartermp merged commit 754cdbf into dotnet:master on Mar 4,,

37J05LC5AX7AU2QB3LKCOX4DHUGDJM,3GSIANI2QT1P641SSQVC59IHABEPDF,Batch Task: Tagging Github Comments. (GitHub User Only.),Read comments for pull requests. Then answer 5 questions. Detailed Instruction and examples are offered.,"Batch, Tag, Tagging, Github, Comment, Quick, Easy.",$0.50 ,Mon Oct 24 21:50:53 PDT 2016,2,BatchId:2567999;,3600,604800,Mon Nov 21 06:26:51 PST 2016,,,ABFSVRWVFHZ6P,Submitted,Tue Nov 08 05:09:11 PST 2016,Tue Nov 08 05:32:47 PST 2016,Tue Nov 15 05:32:47 PST 2016,,,,1416,98% (39/40),0% (0/1),0% (0/1),1433,https://github.com/kubernetes/kubernetes/pull/19481,https://github.com/kubernetes/kubernetes/graphs/contributors,alex-mohr,"k8s-merge-robot, brendandburns, lavalamp",8,23,{},deads2k,deads2k,"thockin, justinsb, bprashanth, zmerlynn, smarterclayton, vmarmol, wojtek-t, lavalamp, erictune, eparis, k8s-merge-robot, piosz, jlowdermilk, satnam6502, saad-ali, dchen1107, deads2k, roberthbailey, vishh, jbeda, bgrant0607, caesarxuchao, yujuhong, mikedanese, nikhiljindal, gmarek, a-robinson, sttts, brendandburns, derekwaynecarr, alex-mohr","csrwng, k8s-bot, k8s-teamcity-mesosphere, googlebot","Y,core","I like this since it lets systems like quota remain ignorant of patch and just code against update.



$$$$



LGTM



$$$$



Functionally, looks good.



A general comment on this area of the code: I don't get why some things get done synchronously, and others synchronously (via finishRequest). It seems like the split is in an arbitrary place in the request handling flow.



Anyhow, LGTM",N,{},N,{},N,{},3FPRZHYEPZVNPPM2HNXK2WOH9GGV3V,TRUE,YY,alex-mohr merged commit 21a5d57 into kubernetes:master on Jan 22,,

3BJKPTD2QC0Y9F5LXGT0VS8QUXXTRC,3GSIANI2QT1P641SSQVC59IHABEPDF,Batch Task: Tagging Github Comments. (GitHub User Only.),Read comments for pull requests. Then answer 5 questions. Detailed Instruction and examples are offered.,"Batch, Tag, Tagging, Github, Comment, Quick, Easy.",$0.50 ,Mon Oct 24 21:50:52 PDT 2016,2,BatchId:2567999;,3600,604800,Mon Nov 21 06:26:50 PST 2016,,,ABFSVRWVFHZ6P,Submitted,Mon Nov 07 10:24:13 PST 2016,Mon Nov 07 10:31:16 PST 2016,Mon Nov 14 10:31:16 PST 2016,,,,423,98% (39/40),0% (0/1),0% (0/1),1434,https://github.com/jupyter/nbconvert/pull/191,https://github.com/jupyter/nbconvert/graphs/contributors,takluyver,"minrk, jdfreder, Carreau",4,23,{},tritemio,tritemio,"ellisonbg, amueller, Carreau, jdfreder, willingc, takluyver, jakevdp, minrk, jhamrick, michaelpacer, ivanov, fperez",tritemio,"Y,core","@tritemio Thanks for this PR. It's very helpful. I have some grammar and style edits to make the section more user friendly. :sunglasses:



$$$$



seeing that this is an improvement on our docs I would be +1 to merge and iterate.



$$$$



@Carreau +1 on merge and iterate. Will leave to you or @takluyver to merge.



@tritemio Thank you! :cookie:



$$$$



Thanks for all your work on this!","Y,core","On Python 3, a file that isn't explicitly closed and gets cleaned up when all references to it are gone generates a ResourceWarning. Admittedly these aren't visible by default, and perhaps it's overly strict, but they do show up during tests, so I still think it's better to point people to with open(....",N,{},N,{},3IKZ72A5B545XWTMZRCVTOJ0PGTFN4,TRUE,YY,takluyver merged commit e71b191 into jupyter:master on Jan 20,,

3X55NP42EO48YLRC59JK8K4DZGX3PE,3GSIANI2QT1P641SSQVC59IHABEPDF,Batch Task: Tagging Github Comments. (GitHub User Only.),Read comments for pull requests. Then answer 5 questions. Detailed Instruction and examples are offered.,"Batch, Tag, Tagging, Github, Comment, Quick, Easy.",$0.50 ,Mon Oct 24 21:50:52 PDT 2016,2,BatchId:2567999;,3600,604800,Mon Nov 21 06:26:50 PST 2016,,,A15UL2ZJDWDN7H,Submitted,Sun Nov 06 20:06:58 PST 2016,Sun Nov 06 20:10:09 PST 2016,Sun Nov 13 20:10:09 PST 2016,,,,191,0% (0/0),0% (0/0),0% (0/0),1435,https://github.com/apinf/api-umbrella-dashboard/pull/757,https://github.com/apinf/api-umbrella-dashboard/graphs/contributors,jykae,"brylie, nnn, frenchbread",3,23,{},frenchbread,frenchbread,"brylie, nnn, frenchbread, jykae","nnn, jykae","Y,core","Great initial work here @frenchbread _ÙÔç



That said, I think there is some opportunity for substantial improvement here, so am marking this as WIP. I have provided references and example code to support many of suggestions, and am available for pair-programming/discussion _Ù÷ã",N,{},"Y,bug","I noticed couple of bugs. @brylie started to fix them.



1) Cannot remove Backlog item.

Uncaught TypeError: Cannot read property '_id' of undefined

2) When editing item I would expect to have existing data in the form, now it is empty after creating one.

3) Admin should be able to modify all API backlogs, currently only API manager is able to edit. Anonymous user should not be able to edit API backlogs.",N,{},3Z2R0DQ0JI2H2W4XIXU5JIV22BTE2I,TRUE,YY,@jykae jykae merged commit 5393cce into develop on Jan 21,,

3XABXM4AJ1TFZUYXH3T5Z62YKYB8Q2,3GSIANI2QT1P641SSQVC59IHABEPDF,Batch Task: Tagging Github Comments. (GitHub User Only.),Read comments for pull requests. Then answer 5 questions. Detailed Instruction and examples are offered.,"Batch, Tag, Tagging, Github, Comment, Quick, Easy.",$0.50 ,Mon Oct 24 21:50:50 PDT 2016,2,BatchId:2567999;,3600,604800,Mon Nov 21 06:26:43 PST 2016,,,ABFSVRWVFHZ6P,Submitted,Mon Nov 07 05:33:34 PST 2016,Mon Nov 07 05:56:22 PST 2016,Mon Nov 14 05:56:22 PST 2016,,,,1368,98% (39/40),0% (0/1),0% (0/1),1443,https://github.com/diydrones/ardupilot/pull/3410,https://github.com/diydrones/ardupilot/graphs/contributors,guludo,"tridge, rmackay9, lucasdemarchi",5,25,{},bugobliterator,bugobliterator,"jberaud, pchickey, rmackay9, tridge","bugobliterator, magicrub, guludo, lucasdemarchi","Y,others","@bugobliterator 

I've added some comments regarding waf. Thanks for your work on this and your patience too! :-)","Y,core|Y,others","This is a very good start, but it needs a bit of refinement:



the git submodule init and git submodule update needs to be automatic. See mk/check_modules.sh

see the CHECK_MODULES target. This needs to be made a dependency for more than just the px4 build

we need to auto-rebuild the headers if the xml files change (just use build dependencies)

we'll need a github.com/diydrones/mavlink.git, so we can have changes that aren't in upstream yet

we'll need the waf build updated too (gustavo or lucas can help with that)



$$$$



Also the built files should go in $BUILDROOT, not in the source tree. We should be keeping the source tree clean, and everything goes in BUILDROOT (eg /tmp/ArduCopter.build for a copter SITL build)

So the generated files would go in $(BUILDROOT)/libraries/GCS_MAVLink/include



$$$$



@bugobliterator as for the waf integration, it's not correct since it's missing the ordering of header creation and source files the depend on them. The right way to do it is to create a waf tool that has a configure (to check for program availability) and build (which creates the headers) steps, just like for example the bison tool (http://docs.waf.googlecode.com/git/apidocs_16/_modules/waflib/Tools/bison.html). I or @guludo will take a look soon to properly integrate it.","Y,improve","@bugobliterator I think the include dir in the waf directory is still wrong, that's why it's failing on travis.



As per mavlink documentation, we shouldn't include the internal mavlink headers. Just make sure to include <mavlink.h>, no matter what was there previously. Go ahead and squash the commits... it's actually harder to review with the fixups on top.



@guludo after he sends the squashed version, could you take a look and send any pending fixup? I think the PYTHONPATH still needs some care.



$$$$



@bugobliterator I experienced some error on my end. On a second build, the build stucks... With -vv waf keep complaining about the headers not having a signature... I have already a wip branch on top of yours on my fork for fixing that, but I'd like to run more tests.



Is it okay to wait for a little longer? Having mavlink as a submodule is great by the way!",N,{},3NXNZ5RS1BL7T1AMGYVENVBZM0H97D,FALSE,NN,"Extended version at #3504.



$$$$



guludo closed this on Jan 15",,

3K2CEDRACBP7CZSTS8XJ9TEGOAYTMO,3GSIANI2QT1P641SSQVC59IHABEPDF,Batch Task: Tagging Github Comments. (GitHub User Only.),Read comments for pull requests. Then answer 5 questions. Detailed Instruction and examples are offered.,"Batch, Tag, Tagging, Github, Comment, Quick, Easy.",$0.50 ,Mon Oct 24 21:50:50 PDT 2016,2,BatchId:2567999;,3600,604800,Mon Nov 21 06:26:43 PST 2016,,,ABFSVRWVFHZ6P,Submitted,Mon Nov 07 10:10:36 PST 2016,Mon Nov 07 10:17:08 PST 2016,Mon Nov 14 10:17:08 PST 2016,,,,392,98% (39/40),0% (0/1),0% (0/1),1448,https://github.com/statsmodels/statsmodels/pull/2749,https://github.com/statsmodels/statsmodels/graphs/contributors,N-Wouda,"jseabold, josef-pkt, ChadFulton",3,25,{},N-Wouda,N-Wouda,"kshedden, vincentarelbundock, jseabold, rgommers, josef-pkt, ChadFulton",N-Wouda,"Y,core","I think KPSS would be a nice addition to Statsmodels.



Unless I'm missing something, though, I think this couldn't be included because the tseries library is GPL licensed (see https://cran.r-project.org/web/packages/tseries/index.html) which is incompatible with the Statsmodels license.



$$$$



Great, thanks for adding the unit tests. It looks generally good to me, I just had a few inline comments / questions. It'll be good to have the KPSS test in Statsmodels.",N,{},"Y,improve","about null_hypo: I don't like it much because we never used something like this, and we are removing the trend (or trend of order 0), the hypothesis is stationarity.



I will be offline for some time today, the main thing is to work towards consistent argument names, instead of introducing another name. I remembered ""trend"" from ARMA and similar models.",N,{},3NQL1CS15SWO5SJQ68QASQKTHUIVYV,FALSE,NN,N-Wouda closed this on Jan 19,,

3DA79LNS59J6QDKJMQS4DU5AOJI3TJ,3GSIANI2QT1P641SSQVC59IHABEPDF,Batch Task: Tagging Github Comments. (GitHub User Only.),Read comments for pull requests. Then answer 5 questions. Detailed Instruction and examples are offered.,"Batch, Tag, Tagging, Github, Comment, Quick, Easy.",$0.50 ,Mon Oct 24 21:50:53 PDT 2016,1,BatchId:2567999;,3600,604800,Tue Nov 08 16:18:47 PST 2016,,,A2958TQAW43MP6,Approved,Wed Nov 02 00:04:49 PDT 2016,Wed Nov 02 00:53:49 PDT 2016,Tue Nov 08 23:53:49 PST 2016,2016-11-09 07:54:30 UTC,,,2940,100% (12/12),100% (12/12),100% (11/11),1452,https://github.com/kubernetes/kubernetes/pull/19335,https://github.com/kubernetes/kubernetes/graphs/contributors,k8s-merge-robot,"k8s-merge-robot, brendandburns, lavalamp",6,25,{},justinsb,justinsb,"k8s-merge-robot, brendandburns, lavalamp, caesarxuchao, justinsb, derekwaynecarr, mikedanese, gmarek, deads2k","jtblin, k8s-teamcity-mesosphere","Y,core","Thanks for the great comments @bprashanth - I think I addressed all yours comments, including adding some tests - thanks for the hint about splitting out the code & mocking time. The refactor touched most of the lines, so I squashed the commits.





$$$$



Thanks @bprashanth - I added the init params as you suggested. Hopefully I'll get lucky on this e2e run!","Y,core","I think we should get something like this into 1.2, but I am really unsure what that something should be. @danielschonfeld and I are fixing lots of individual causes (cf #19874) but there will always be a ""next"" bottleneck. @brendandburns or @davidopp any thoughts?","Y,improve","Reassigned to brendan... I don't think this is perfect, but I think it's better than the snowballing problems that happen when we hit the rate limits.",N,{},3TUI152ZZCBZAEC68KPR8GABSZBQ1E,TRUE,YY,k8s-merge-robot merged commit 84891ca into kubernetes:master on 22 Feb,,

37AQKJ12TXCBPUID15YVV798IIUTTP,3GSIANI2QT1P641SSQVC59IHABEPDF,Batch Task: Tagging Github Comments. (GitHub User Only.),Read comments for pull requests. Then answer 5 questions. Detailed Instruction and examples are offered.,"Batch, Tag, Tagging, Github, Comment, Quick, Easy.",$0.50 ,Mon Oct 24 21:50:53 PDT 2016,2,BatchId:2567999;,3600,604800,Mon Nov 21 06:26:51 PST 2016,,,ABFSVRWVFHZ6P,Submitted,Thu Nov 10 03:44:27 PST 2016,Thu Nov 10 04:11:22 PST 2016,Thu Nov 17 04:11:22 PST 2016,,,,1615,98% (39/40),0% (0/1),0% (0/1),1456,https://github.com/jcabi/jcabi-http/pull/118,https://github.com/jcabi/jcabi-http/graphs/contributors,rultor,"yegor256, carlosmiranda",6,25,{},piddubnyi,piddubnyi,"yegor256, carlosmiranda","dmarkov, pinaf, cvrebert, rultor",N,{},N,{},"Y,improve","@piddubnyi not sure this is a good solution since you are using the Request as the key...



$$$$



@piddubnyi I'm not sure this solved what the original reporter asked for. @cvrebert could you please take a look? Are the headers being used the way you intended?



$$$$



Hmm, I might have misread. FWIW, lookInCache doesn't seem like the best name; I wouldn't expect a method with such a name to have side-effects (such as updating the cache). I suggest renaming it.",N,{},3TS1AR6UQR2GUB1ZJKV6XRXBRMZ7F6,TRUE,YY,rultor merged commit 02ab669 into jcabi:master on Jan 16,,

3BS6ERDL93VY67B4J2QNFTZ8VOW6D9,3GSIANI2QT1P641SSQVC59IHABEPDF,Batch Task: Tagging Github Comments. (GitHub User Only.),Read comments for pull requests. Then answer 5 questions. Detailed Instruction and examples are offered.,"Batch, Tag, Tagging, Github, Comment, Quick, Easy.",$0.50 ,Mon Oct 24 21:50:53 PDT 2016,1,BatchId:2567999;,3600,604800,Mon Oct 31 21:50:53 PDT 2016,,,A1M6A01CROTF3K,Approved,Tue Oct 25 09:10:38 PDT 2016,Tue Oct 25 09:23:18 PDT 2016,Tue Nov 01 09:23:18 PDT 2016,2016-11-01 16:24:14 UTC,,,760,100% (9/9),100% (9/9),0% (0/0),10001,https://github.com/jruby/activerecord-jdbc-adapter/pull/233,https://github.com/jruby/activerecord-jdbc-adapter/graphs/contributors,kares,"kares, nicksieger",5,14,{},trak3r,trak3r,"kares, nicksieger","bwalsh, gregors, jhiggins","Y,others",@kares - I meant no disrespect. I really appreciate all the hard work you guys are doing!!! I'm more than willing to test MS-SQL DB.,"Y,others",Your bundle is complete! Use bundle show [gemname] to see where a bundled gem is installed.,N,{},"Y, no value","Running into this problem. Is there anything blocking this pull? Anything I can do to help?



$$$$



I'm also running into this issue. Also this is a duplicate of #116 - are the build failures related to this pull request? What do we need to do to get this moving? A failing test for 2008?



$$$$



I guess ms sql doesn't get any love around here?",39RP059MEIH92XW6IOBZXJ3F2MMBMY,FALSE,NY,"slorek commented on May 8, 2013

Just to confirm that this issue still exists in master, when connecting to Azure SQL Database. The fix in the pull request works for me. Please consider merging.",,

3PUOXASB57RORRIY9RIWQV9D97DZ9B,3GSIANI2QT1P641SSQVC59IHABEPDF,Batch Task: Tagging Github Comments. (GitHub User Only.),Read comments for pull requests. Then answer 5 questions. Detailed Instruction and examples are offered.,"Batch, Tag, Tagging, Github, Comment, Quick, Easy.",$0.50 ,Mon Oct 24 21:50:53 PDT 2016,1,BatchId:2567999;,3600,604800,Mon Oct 31 21:50:53 PDT 2016,,,A2958TQAW43MP6,Approved,Wed Oct 26 04:28:07 PDT 2016,Wed Oct 26 05:04:48 PDT 2016,Wed Nov 02 05:04:48 PDT 2016,Tue Nov 01 17:51:54 PDT 2016,,,2201,100% (12/12),100% (12/12),100% (11/11),10002,https://github.com/guard/guard/pull/156,https://github.com/guard/guard/graphs/contributors,thibaudgg,"netzpirat, e2, rymai",6,27,{},sunaku,sunaku,"netzpirat, e2, rymai","flori, kierzniak","Y,core","I vote +1 for this



    $$$$



    Yeah I totally agree on what @netzpirat","Y,core|Y,others","Maybe we can use https://github.com/defunkt/colored.



    $$$$



    It's possible to switch of coloring globally by calling



    Term::ANSIColor::coloring = STDOUT.isatty ‰ÛÜ



    ‰ÛÜ$$$$



    In my project I'm using guard to some standard stuff SASS ,Livereload etc.","Y,improve|Y,inconsistency","It's just that it seems to me that has proposed a solution that fixes his particular problem, that's fine but there were other solutions to it, that could maybe be better. We'll discuss that tomorrow with . :P



    $$$$



    sorry I'm a bit late but I don't feel comfortable with writing what's not diagnostic to me to STDERR","Y,not fit.","It's just that it seems to me that @sunaku has proposed a solution that fixes his particular problem, that's fine but there were other solutions to it, that could maybe be better.",30MVJZJNHN10DWBOH7KBQLG8AYG9JM,TRUE,YY,"$$$$



‰ÛÜ@thibaudgg thibaudgg merged commit 6f1a0ac into guard:master on Oct 10, 2011",,
